051661,Matt Bauer,Folk;Singer-Songwriter,Don't Let Me Out,Live at WFMU July 25; 2011 on Irene Trudel's Show,2011,-73.95
051776,kesson shoujo,Soundtrack;Ambient,March,Free Music Archive Special 110730,2011,0.0
051784,Lesvicon Soul feat. Noty Klein,House,Call me at Heaven,Free Music Archive Special 110730,2011,0.0
051785,Rolemusic,Chiptune;Chip Music,Yellow Dust,Free Music Archive Special 110730,2011,0.0
051918,Green Like July,Folk,Crippled Inside (John Lennon cover),Bad Panda #90,2011,0.0
051919,Green Like July,Folk,September Gurls (Big Star cover),Bad Panda #90,2011,0.0
051923,Flamingo,Electronic,Superpalm,Bad Panda #93,2011,0.0
051954,Tony Dubshot,Dubstep,Beta Stability,Omega Dub,2011,4.893305
051991,Manudub,Reggae - Dub,Ascetic club,[LCL28] Elephant Room Sessions,2011,5.372475
051992,Manudub,Reggae - Dub,Osaka dub mission,[LCL28] Elephant Room Sessions,2011,5.372475
051998,Manudub,Reggae - Dub,Dub for a girl,[LCL28] Elephant Room Sessions,2011,5.372475
051999,Manudub,Reggae - Dub,21st Century Dub Cloud,[LCL28] Elephant Room Sessions,2011,5.372475
052000,Manudub,Reggae - Dub,Irie dub feat. Leah,[LCL28] Elephant Room Sessions,2011,5.372475
052001,Manudub,Reggae - Dub,Massalia dub selecta,[LCL28] Elephant Room Sessions,2011,5.372475
052034,Poland,Experimental Pop,Sure,Sea Woof,2011,144.967148
052035,Poland,Experimental Pop,Kelpies,Sea Woof,2011,144.967148
052036,Poland,Experimental Pop,Lying Machine,Sea Woof,2011,144.967148
052037,Poland,Experimental Pop,Alesser Whale,Sea Woof,2011,144.967148
052039,Poland,Experimental Pop,Sea Woof,Sea Woof,2011,144.967148
052040,Poland,Experimental Pop,Catfishes,Sea Woof,2011,144.967148
052041,Poland,Experimental Pop,Wooded Land,Sea Woof,2011,144.967148
052042,Poland,Experimental Pop,Sandy,Sea Woof,2011,144.967148
052044,Poland,Experimental Pop,Anenomes,Sea Woof,2011,144.967148
052045,Poland,Experimental Pop,Shore,Sea Woof,2011,144.967148
052118,Cracked Latin,Latin America,My Miami,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052119,Cracked Latin,Latin America,The Magic Words,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052120,Cracked Latin,Latin America,Love Is Agony,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052121,Cracked Latin,Latin America,Interview Segment 1,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052122,Cracked Latin,Latin America,A Little Bit Of Loving,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052123,Cracked Latin,Latin America,Caracas Shakedown,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052124,Cracked Latin,Latin America,Interview Segment 2,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052125,Cracked Latin,Latin America,Ringtone,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052126,Cracked Latin,Latin America,Interview Segment 3,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052127,Cracked Latin,Latin America,La Puerta Azul,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052128,Cracked Latin,Latin America,Aceite,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052129,Cracked Latin,Latin America,Interview Segment 4,Live at WFMU on Irwin's Show on August 3; 2011,2011,-74.007124
052141,Guy Harries,Experimental,Funny Avatars,Muse Hack Ep,2011,-0.127144
052375,Phemale,Experimental Pop;Synth Pop,Miracle Children,Trash Queen,2011,-72.923443
052380,Phemale,Experimental Pop;Synth Pop,The Gorgeous,Trash Queen,2011,-72.923443
052389,Phemale,Experimental Pop;Synth Pop,Married to the Night,Mold Donor,2011,-72.923443
052393,Phemale,Experimental Pop;Synth Pop,Bad Apples,Bad Apples Single,2011,-72.923443
052409,Buskerdroid,Chiptune,I Want You,Gameboy Love Ep,2011,0.0
052446,Jan Morgenstern,Soundtrack,Snow Fight,Sintel: Original Film Score,2011,10.454145
052447,Jan Morgenstern,Soundtrack,Finding Scales / Chicken Run,Sintel: Original Film Score,2011,10.454145
052448,Jan Morgenstern,Soundtrack,The Ziggurat,Sintel: Original Film Score,2011,10.454145
052449,Jan Morgenstern,Soundtrack,Expedition,Sintel: Original Film Score,2011,10.454145
052451,Jan Morgenstern,Soundtrack,Cave Fight / Lament,Sintel: Original Film Score,2011,10.454145
052452,Jan Morgenstern / Performed by Helena Fix,Soundtrack,I Move On (Sintel's Song),Sintel: Original Film Score,2011,0.0
052500,Kalli,Folk;Singer-Songwriter,This Is Goodbye,Live at WFMU on Irene Trudel's Show on August 15; 2011,2011,-21.933989
052501,Kalli,Folk;Singer-Songwriter,Last Train Home,Live at WFMU on Irene Trudel's Show on August 15; 2011,2011,-21.933989
052502,Kalli,Folk;Singer-Songwriter,To Be Free,Live at WFMU on Irene Trudel's Show on August 15; 2011,2011,-21.933989
052508,Kalli,Folk;Singer-Songwriter,Shine On Me,Live at WFMU on Irene Trudel's Show on August 15; 2011,2011,-21.933989
052522,The Very Most,Indie-Rock;Power-Pop,Congrizzle 4evzzz,ePop017 - The Very Most,2011,-116.164631
052579,The Honorable Sleaze,Hip-Hop,Dance Track (Instrumental),Dance Track,2011,-77.433654
052628,Jason Shaw,Electronic;Techno,Vanishing Horizon,Audionautix: Tech; Urban; Dance,2011,0.0
052629,Jason Shaw,Electronic;Techno,Groovy Baby,Audionautix: Tech; Urban; Dance,2011,0.0
052630,Jason Shaw,Electronic;Techno,Quirky Jerk,Audionautix: Tech; Urban; Dance,2011,0.0
052631,Jason Shaw,Electronic;Techno,Big Car Theft,Audionautix: Tech; Urban; Dance,2011,0.0
052632,Jason Shaw,Electronic;Techno,Boom,Audionautix: Tech; Urban; Dance,2011,0.0
052633,Jason Shaw,Electronic;Techno,Boots Boots Boots,Audionautix: Tech; Urban; Dance,2011,0.0
052634,Jason Shaw,Electronic;Techno,Cycles,Audionautix: Tech; Urban; Dance,2011,0.0
052635,Jason Shaw,Electronic;Techno,Ecstasy X,Audionautix: Tech; Urban; Dance,2011,0.0
052636,Jason Shaw,Electronic;Techno,Fat Caps,Audionautix: Tech; Urban; Dance,2011,0.0
052637,Jason Shaw,Electronic;Techno,Feels Good 2 B,Audionautix: Tech; Urban; Dance,2011,0.0
052638,Jason Shaw,Electronic;Techno,Forever Believe,Audionautix: Tech; Urban; Dance,2011,0.0
052639,Jason Shaw,Electronic;Techno,Get A Move On,Audionautix: Tech; Urban; Dance,2011,0.0
052641,Jason Shaw,Electronic;Techno,IceCold,Audionautix: Tech; Urban; Dance,2011,0.0
052642,Jason Shaw,Electronic;Techno,Namaste,Audionautix: Tech; Urban; Dance,2011,0.0
052644,Jason Shaw,Electronic;Techno,Night Rave,Audionautix: Tech; Urban; Dance,2011,0.0
052645,Jason Shaw,Electronic;Techno,Nip The Slipple,Audionautix: Tech; Urban; Dance,2011,0.0
052646,Jason Shaw,Electronic;Techno,Pyramids,Audionautix: Tech; Urban; Dance,2011,0.0
052647,Jason Shaw,Electronic;Techno,Sk8board,Audionautix: Tech; Urban; Dance,2011,0.0
052648,Jason Shaw,Electronic;Techno,Tech Talk,Audionautix: Tech; Urban; Dance,2011,0.0
052649,Jason Shaw,Electronic;Techno,The Big House,Audionautix: Tech; Urban; Dance,2011,0.0
052650,Jason Shaw,Electronic;Techno,Timen Passing By,Audionautix: Tech; Urban; Dance,2011,0.0
052859,Monosov/Swirnoff,Experimental;Drone;Minimalism,Sea Within,Collected Works Of,2011,0.0
052860,Ilya Monosov,Experimental;Drone;Minimalism,Autonomous Guitar Music For Marc Schulz,Collected Works Of,2011,0.0
052861,Ilya Monosov,Experimental;Drone;Minimalism,For Jojo Takayanagi,Collected Works Of,2011,0.0
052862,Monosov/Swirnoff,Experimental;Drone;Minimalism,Composition For Tape; Organ; Drum Machine,Collected Works Of,2011,0.0
052945,Marissa Nadler,Folk;Singer-Songwriter,In Your Lair; Bear,Live at WFMU on Dark Night of the Soul with Julie on August 23; 2011,2011,-71.0597732
052946,Marissa Nadler,Folk;Singer-Songwriter,Wedding,Live at WFMU on Dark Night of the Soul with Julie on August 23; 2011,2011,-71.0597732
052947,Marissa Nadler,Folk;Singer-Songwriter,Little King,Live at WFMU on Dark Night of the Soul with Julie on August 23; 2011,2011,-71.0597732
052948,Marissa Nadler,Folk;Singer-Songwriter,Salutations,Live at WFMU on Dark Night of the Soul with Julie on August 23; 2011,2011,-71.0597732
052950,Marissa Nadler,Folk;Singer-Songwriter,All Love Must Die,Live at WFMU on Dark Night of the Soul with Julie on August 23; 2011,2011,-71.0597732
052951,Marissa Nadler,Folk;Singer-Songwriter,Alabaster Queen,Live at WFMU on Dark Night of the Soul with Julie on August 23; 2011,2011,-71.0597732
052953,Marissa Nadler,Folk;Singer-Songwriter,Your Heart Is A Twisted Vine,Live at WFMU on Dark Night of the Soul with Julie on August 23; 2011,2011,-71.0597732
052954,Marissa Nadler,Folk;Singer-Songwriter,Wind Up Doll,Live at WFMU on Dark Night of the Soul with Julie on August 23; 2011,2011,-71.0597732
052955,Marissa Nadler,Folk;Singer-Songwriter,Mr. John Lee; Revisited,Live at WFMU on Dark Night of the Soul with Julie on August 23; 2011,2011,-71.0597732
053152,Ras Amerlock,Reggae - Dub,Rudy Alba And The Trinity All Stars - Fix Up Yu Vibe,Dub ² [LCL29],2011,-87.9064736
053154,Ras Amerlock,Reggae - Dub,Ras Amerlock meet Brother Culture - Ride On,Dub ² [LCL29],2011,-87.9064736
053156,Ras Amerlock,Reggae - Dub,Ras Amerlock meets Natty Nation - Hurt me,Dub ² [LCL29],2011,-87.9064736
053157,Ras Amerlock,Reggae - Dub,Dub Stepping Version B,Dub ² [LCL29],2011,-87.9064736
053158,Ras Amerlock,Reggae - Dub,Nuh Fuk Roun,Dub ² [LCL29],2011,-87.9064736
053159,Ras Amerlock,Reggae - Dub,Spy VS Spy,Dub ² [LCL29],2011,-87.9064736
053160,Ras Amerlock,Reggae - Dub,Trinity Ridaz At Flex Studios,Dub ² [LCL29],2011,-87.9064736
053228,Fruit Flesh,Experimental Pop,Cater Gator,Bad Panda #97,2011,0.0
053229,Fruit Flesh,Experimental Pop,Cocaine,Bad Panda #97,2011,0.0
053299,Mikuś,Reggae - Dub,Dub For Alicia,Remembrance Dubs,2011,-0.1276831
053300,Mikuś,Reggae - Dub,Lament,Remembrance Dubs,2011,-0.1276831
053301,Mikuś,Reggae - Dub,Ephemeral Dub,Remembrance Dubs,2011,-0.1276831
053302,Mikuś,Reggae - Dub,Tian Tan Dub,Remembrance Dubs,2011,-0.1276831
053379,The Hate Noise,Alternative Hip-Hop,Mama Said Knock You L33T,Rap Trax Vol. 2,2011,-85.5872286
053381,The Hate Noise,Alternative Hip-Hop,15 - Old Bonus Track - Welcome to My Country,Rap Trax Vol. 2,2011,-85.5872286
053457,Fanas,Electronic,Forever falling up,Or Up We Fall [LCL08],2011,26.102965
053496,Audio K,Dubstep,Mes WC Dans Le Train,My Song,2011,8.9861
053576,Mary Lorson,Singer-Songwriter,River,Live at WFMU on Irwin's show; Aug 31st 2011,2011,-76.495454
053578,Mary Lorson,Singer-Songwriter,I Don't Care,Live at WFMU on Irwin's show; Aug 31st 2011,2011,-76.495454
053586,Big Blood,Folk,Run,Big Blood & The Wicked Hex,2011,0.0
053587,Big Blood,Folk,I Will Love You,Big Blood & The Wicked Hex,2011,0.0
053588,Big Blood,Folk,Never Let Me Go,Big Blood & The Wicked Hex,2011,0.0
053589,Big Blood,Folk,Keening,Big Blood & The Wicked Hex,2011,0.0
053591,The Parish of Little Clifton,Experimental Pop,It's Okay; Roseanne,Bad Panda #98,2011,0.0
053592,The Parish of Little Clifton,Experimental Pop,Echo Island,Bad Panda #98,2011,0.0
053675,Annette Krebs/Taku Unami,Experimental,1,motubachii,2011,13.37698
053723,Unza Unza Orkstar,Polka;Romany (Gypsy),Unza Unza live at Pacific Parc,Live at Pacific Parc,2010,0.0
053724,Unza Unza Orkstar,Polka;Romany (Gypsy),Unza Unza live at Pacific Parc,Live at Pacific Parc,2010,0.0
053725,Unza Unza Orkstar,Polka;Romany (Gypsy),Unza Unza live at Pacific Parc,Live at Pacific Parc,2010,0.0
053726,Unza Unza Orkstar,Polka;Romany (Gypsy),Unza Unza live at Pacific Parc,Live at Pacific Parc,2010,0.0
053727,Unza Unza Orkstar,Polka;Romany (Gypsy),Unza Unza live at Pacific Parc,Live at Pacific Parc,2010,0.0
053728,Unza Unza Orkstar,Polka;Romany (Gypsy),Unza Unza live at Pacific Parc,Live at Pacific Parc,2010,0.0
053729,Adriano Orru,Avant-Garde;Improv,01 Whales,Hesperos,2011,9.110492
053807,Sex Church,Punk;Post-Punk;Shoegaze,Dull Light,Growing Over,2011,-123.114034
053862,The Easton Ellises,Electronic;Dance,Glitches,EP One,2011,-73.554431
053863,The Easton Ellises,Electronic;Dance,Endorphin,EP One,2011,-73.554431
053937,Scraps,Pop,B7 Suddenly Yr In My Heart,Suddenly Ur In My Heart (Single),2011,153.022827
054019,Rhys Chatham,Experimental,Corn Maiden's Rite,Outdoor Spell,2011,0.0
054031,alright lover,Experimental Pop,Dissembler,Dissembler,2011,0.0
054032,alright lover,Experimental Pop,Deer Heart,Dissembler,2011,0.0
054033,alright lover,Experimental Pop,Snow Wave,Dissembler,2011,0.0
054034,alright lover,Experimental Pop,Wood Detective,Dissembler,2011,0.0
054037,alright lover,Experimental Pop,Fabulous Mr Fox [Pelaw Resider],Dissembler,2011,0.0
054039,alright lover,Experimental Pop,Life Heart,Dissembler,2011,0.0
054061,Yair Yona,Folk,Kottke and the Orchids,Live at WFMU on Irene Trudel's Show on September 5; 2011,2011,34.777819
054062,Yair Yona,Folk,Expatriates,Live at WFMU on Irene Trudel's Show on September 5; 2011,2011,34.777819
054063,Yair Yona,Folk,Mad About You,Live at WFMU on Irene Trudel's Show on September 5; 2011,2011,34.777819
054064,Yair Yona,Folk,Russian Dance,Live at WFMU on Irene Trudel's Show on September 5; 2011,2011,34.777819
054149,Mark Neil,Soundtrack,01 Shakey3,Blue,2011,0.0
054150,Mark Neil,Soundtrack,02 PianoDub,Blue,2011,0.0
054151,Mark Neil,Soundtrack,03 Horses,Blue,2011,0.0
054152,Mark Neil,Soundtrack,04 Lone,Blue,2011,0.0
054153,Mark Neil,Soundtrack,05 TheLastDodo TheHappyAndroid,Blue,2011,0.0
054154,Mark Neil,Soundtrack,06 TalkMeDown,Blue,2011,0.0
054155,Mark Neil,Soundtrack,07 Anyata,Blue,2011,0.0
054156,Mark Neil,Soundtrack,08 Threshold,Blue,2011,0.0
054158,Mark Neil,Soundtrack,10 TheColdFromWithin,Blue,2011,0.0
054159,Mark Neil,Soundtrack,11 strANGE Ls,Blue,2010,0.0
054160,Mark Neil,Soundtrack,12 xw3,Blue,2011,0.0
054163,San Pedro El Cortez,Punk;Psych-Rock;Garage,Ratas,El VALS MEFISTO,2011,-117.038169
054234,Ivy,Pop,Suspicious,Live at WFMU on Gaylord Fields' Show September 4; 2011,2011,-73.9991637
054235,Ivy,Pop,Fascinated,Live at WFMU on Gaylord Fields' Show September 4; 2011,2011,-73.9991637
054236,Ivy,Pop,Thinking About You,Live at WFMU on Gaylord Fields' Show September 4; 2011,2011,-73.9991637
054237,Ivy,Pop,Edge Of The Ocean,Live at WFMU on Gaylord Fields' Show September 4; 2011,2011,-73.9991637
054297,Whitman,Folk;Singer-Songwriter,I Find It Hard,Live at WFMU on Marty McSorley's Show on September 27; 2011,2011,-118.2436849
054335,Steven Smirney,Electronic,Deeply Wrong Merits,Bad Panda #101,2011,0.0
054365,K. Sparks,Hip-Hop,Success,Diagnosis: Success,2011,-73.829959
054376,K. Sparks,Hip-Hop,The Show Starts (Scratches By DJ Bobby Bob),Diagnosis: Success,2011,-73.829959
054433,Dr. RemiX,Reggae - Dub,60-40 Riddim,Dust Particles; Volume One,2011,4.94194
054436,Phoniandflore,Reggae - Dub,Balkanyk Dub,Dust Particles; Volume One,2011,0.0
054437,Secret Archives of the Vatican,Reggae - Dub,Hunters Moon,Dust Particles; Volume One,2011,0.0
054438,303db,Reggae - Dub,The Beast Inside,Dust Particles; Volume One,2011,0.0
054442,Baby Arm Sound System,Reggae - Dub,Hypnotic Stagger,Dust Particles; Volume One,2011,0.0
054443,Mastermind XS,Reggae - Dub,Sunny Day (Vocal Version),Dust Particles; Volume One,2011,6.998338
054463,DuBoLoGy,Reggae - Dub,Swan Lake Dub,Dub Lab,2011,-1.684477
054464,DuBoLoGy,Reggae - Dub,Dub Atao,Dub Lab,2011,-1.684477
054465,DuBoLoGy,Reggae - Dub,Black Monday,Dub Lab,2011,-1.684477
054466,DuBoLoGy,Reggae - Dub,Freakonomics Dub,Dub Lab,2011,-1.684477
054467,DuBoLoGy,Reggae - Dub,Chacha Dub,Dub Lab,2011,-1.684477
054468,DuBoLoGy,Reggae - Dub,Dub Action,Dub Lab,2011,-1.684477
054469,DuBoLoGy,Reggae - Dub,Walk In Forest,Dub Lab,2011,-1.684477
054470,DuBoLoGy,Reggae - Dub,Epic Dub,Dub Lab,2011,-1.684477
054475,Friglob,Reggae - Dub,You waited too long,Life is inna riddim,2011,15.9676
054476,Friglob,Reggae - Dub,Nuf a dem suffering,Life is inna riddim,2011,15.9676
054479,Friglob,Reggae - Dub,Make a turn,Life is inna riddim,2011,15.9676
054480,Friglob,Reggae - Dub,Mamica su strukle pekli,Life is inna riddim,2011,15.9676
054481,Friglob,Reggae - Dub,Life is inna riddim,Life is inna riddim,2011,15.9676
054482,Friglob,Reggae - Dub,Love music,Life is inna riddim,2011,15.9676
054496,Anthony Braxton,Experimental,Composition No. 183,Composition No. 183,2011,0.0
054554,Francesco Paolo Addati & Efisio Nicolò Sabiucciu,Field Recordings;Drone,Rain,WHNZ:31:TIWIB,2011,14.25178
054568,Chicas Real Conquistadoras,Latin America,Mil Amores;  Santiago Huancayo,Ulqutushuy3,2011,0.0
054570,cristales de san antonio bambamarca,Latin America,Chotana,Ulqutushuy3,2011,0.0
054576,varios artistas,Latin America,Procesión Virgen del Carmen,Ulqutushuy3,2011,0.0
054578,LOS PURITOS SANGRES,Latin America,SANGRE ANQARA POR SIEMPRE,Ulqutushuy3,2011,0.0
054580,los achachis,Latin America,WARMI K UMPASHAQTIY... ATAKES HAP IWAN,Ulqutushuy3,2011,0.0
054621,Starseed,Metal;Death-Metal;Space-Rock,Crusade to Terra,Cosmic Conspiracy,2011,7.137416
054623,Starseed,Metal;Death-Metal;Space-Rock,Survival of Zeta Reticuli,Cosmic Conspiracy,2011,7.137416
054624,Starseed,Metal;Death-Metal;Space-Rock,Grapes of Wrath,Cosmic Conspiracy,2011,7.137416
054625,Starseed,Metal;Death-Metal;Space-Rock,Exodus Journey,Cosmic Conspiracy,2011,7.137416
054626,Starseed,Metal;Death-Metal;Space-Rock,The Forlorn,Cosmic Conspiracy,2011,7.137416
054662,Noisewaves,Chip Music,Horses With Fake Legs,Noisewaves,2011,0.0
054664,Monday Night Fever,Experimental Pop,La Tristeza,Bad Panda #103,2011,23.73718
054665,Monday Night Fever,Experimental Pop,Floatin' Around,Bad Panda #103,2011,23.73718
054666,Monday Night Fever,Experimental Pop,Pink Elephants,Bad Panda #103,2011,23.73718
054667,Monday Night Fever,Experimental Pop,Sunday Lovers,Bad Panda #103,2011,23.73718
054703,Bird of Youth,Folk;Singer-Songwriter,Sons And Daughters,Live at WFMU on Gaylord Fields' Show on September 25; 2011,2011,-73.990364
054719,Professor Kliq,Electronic,Bollywood Blades,netBloc Vol. 34: The Whitewash,2011,0.0
054735,Disco Zombies,Punk;Post-Punk,Drums Over London,Drums Over London,2011,-1.140437
054753,BADLUCK,Hip-Hop,Vanity (Instrumental),Infinity,2011,0.0
054874,Global Goon,Techno;IDM,Grenfeld,Carbon,2011,-2.978481
054942,Dolorvotre,Black-Metal,Brilliant Brightness,Live on My Castle of Quiet on WFMU; 10.7.2011,2011,-119.270229
055076,The Polyps,Experimental Pop,A1,The Gong Is the Moon,2009,-122.6762071
055097,Alaclair Ensemble,Hip-Hop Beats,Colibris,Un PIOU PIOU parmi tant d'autres,2011,-73.55439
055100,Alaclair Ensemble,Hip-Hop Beats,Womp,Un PIOU PIOU parmi tant d'autres,2011,-73.55439
055101,Alaclair Ensemble,Hip-Hop Beats,SHUFFLE,Un PIOU PIOU parmi tant d'autres,2011,-73.55439
055102,Alaclair Ensemble,Hip-Hop Beats,Swing Deo,Un PIOU PIOU parmi tant d'autres,2011,-73.55439
055113,Alaclair Ensemble,Hip-Hop;Rap,Le magicien,Le roé c'est moé,2011,-73.55439
055119,Alaclair Ensemble,Hip-Hop Beats,Si j'aurais,Le roé c'est moé,2011,-73.55439
055120,Alaclair Ensemble,Hip-Hop Beats,Patate chaude,Le roé c'est moé,2011,-73.55439
055121,Alaclair Ensemble,Hip-Hop Beats,Fa' faire du loot,Le roé c'est moé,2011,-73.55439
055122,Alaclair Ensemble,Hip-Hop Beats,Trace de break,Le roé c'est moé,2011,-73.55439
055123,Alaclair Ensemble,Rap;Abstract Hip-Hop;Hip-Hop Beats,Gun gus gus (dimanche soare),Le roé c'est moé,2011,-73.55439
055124,Alaclair Ensemble,Hip-Hop Beats,Le roé,Le roé c'est moé,2011,-73.55439
055149,Epichunt,Chiptune;Chip Music,I am fear,Microhorror Compilation Vol.2,2011,0.0
055183,Dylan Palme,Electronic,Intro To Horror,Zombies Ate My Neighbors,2011,0.0
055186,Dylan Palme,Electronic,The Crazies Are Out Tonight,Zombies Ate My Neighbors,2011,0.0
055231,Mastermind XS,Reggae - Dub,All Back To Mine,Reset All Systems,2011,6.998338
055232,Mastermind XS,Reggae - Dub,Stop That Mission,Reset All Systems,2011,6.998338
055233,Mastermind XS,Reggae - Dub,Kingdom Come,Reset All Systems,2011,6.998338
055234,Mastermind XS,Reggae - Dub,District 6,Reset All Systems,2011,6.998338
055235,Mastermind XS,Reggae - Dub,Love & Relationshit,Reset All Systems,2011,6.998338
055236,Mastermind XS,Reggae - Dub,Sunny Day,Reset All Systems,2011,6.998338
055237,Mastermind XS,Reggae - Dub,Business Of Panic,Reset All Systems,2011,6.998338
055238,Mastermind XS,Reggae - Dub,Not Free But Not Afraid,Reset All Systems,2011,6.998338
055240,Mastermind XS,Reggae - Dub,Memories Of A Machine,Reset All Systems,2011,6.998338
055241,Mastermind XS,Reggae - Dub,Serious Problem,Reset All Systems,2011,6.998338
055242,Mastermind XS,Reggae - Dub,The Essence Of Bottled Light,Reset All Systems,2011,6.998338
055285,The Kyoto Connection,Pop,Intro (Callin Karma),No Headphones Required,2011,-63.584806
055286,The Kyoto Connection,Pop,Take on me,No Headphones Required,2011,-63.584806
055287,The Kyoto Connection,Pop,The best days of my life,No Headphones Required,2011,-63.584806
055288,The Kyoto Connection,Pop,Blinded by the lights of Tokyo,No Headphones Required,2011,-63.584806
055289,The Kyoto Connection,Pop,H.E.A.T,No Headphones Required,2011,-63.584806
055290,The Kyoto Connection,Pop,River of Hope,No Headphones Required,2011,-63.584806
055291,The Kyoto Connection,Pop,Marks,No Headphones Required,2011,-63.584806
055292,The Kyoto Connection,Pop,Glorious love song,No Headphones Required,2011,-63.584806
055293,The Kyoto Connection,Pop,The enemy inside,No Headphones Required,2011,-63.584806
055294,The Kyoto Connection,Pop,Do you remember,No Headphones Required,2011,-63.584806
055295,The Kyoto Connection,Pop,Vista Panoramica (Reprise),No Headphones Required,2011,-63.584806
055402,The Soft Moon,Post-Rock;Post-Punk,Total Decay,Live at WFMU on Beastin' The Airwaves with Keili on October 9; 2011,2011,-122.419644
055430,Bird Names,Experimental Pop,Groover,Live at WFMU on Liz Berg's Show on October 3; 2011,2011,0.0
055436,Bird Names,Experimental Pop,My Baby's A Lady,Live at WFMU on Liz Berg's Show on October 3; 2011,2011,0.0
055437,Bird Names,Experimental Pop,People Should Get More Aware,Live at WFMU on Liz Berg's Show on October 3; 2011,2011,0.0
055480,3.20E+11,Noise,The Zombies Attack,Waves,2011,0.0
055481,3.20E+11,Noise,Waves,Waves,2011,0.0
055549,Eaters,Hip-Hop,Last Christmas,Digest (Revisited),2011,-3.188267
055572,BADLUCK,Hip-Hop,'92,Renaissance 2011,2011,0.0
055709,et_,Post-Rock,11,The agency of missing hearts,2011,36.701
055710,et_,Post-Rock,Train's gone,The agency of missing hearts,2011,36.701
055711,et_,Post-Rock,Tarmac,The agency of missing hearts,2011,36.701
055712,et_,Post-Rock,Kino,The agency of missing hearts,2011,36.701
055713,et_,Post-Rock,Pretty simple plus pretty,The agency of missing hearts,2011,36.701
055714,et_,Post-Rock,1967,The agency of missing hearts,2011,36.701
055715,et_,Post-Rock,Chain splendour 2,The agency of missing hearts,2011,36.701
055716,et_,Post-Rock,Domino,The agency of missing hearts,2011,36.701
055717,et_,Post-Rock,The agency of missing hearts,The agency of missing hearts,2011,36.701
055718,et_,Post-Rock,Kopeika,The agency of missing hearts,2011,36.701
055719,et_,Post-Rock,Children,The agency of missing hearts,2011,36.701
055782,t3h rave,Chiptune;Chip Music,A Boring Halloween,Microhorror Compilation Vol. 1: Part III - The Graveyard,2011,0.0
055783,chibibo,Chiptune;Chip Music,Phantasm,Microhorror Compilation Vol. 1: Part III - The Graveyard,2011,0.0
055786,Ohms & Watts,Chiptune;Chip Music,Psychotic Pumpkin Waltz (for John Carpenter),Microhorror Compilation Vol. 1: Part III - The Graveyard,2011,0.0
055807,Blasterhead,Chiptune;Chip Music,Skyblue Monday,Killbots EP,2011,0.0
055808,Blasterhead,Chiptune;Chip Music,Killbots,Killbots EP,2011,0.0
055809,Blasterhead,Chiptune;Chip Music,HARAKIRI NATION,Killbots EP,2011,0.0
055810,Blasterhead,Chiptune;Chip Music,Route909,Killbots EP,2011,0.0
055811,Blasterhead,Chiptune;Chip Music,We are here,Killbots EP,2011,0.0
055826,Sexteto Tabalá de Palenque,International;Latin America,Reparala; Negra de Alma,Live at WFMU on Transpacific Sound Paradise August 6th; 2011,2011,-72.257011
055827,Sexteto Tabalá de Palenque,International;Latin America,Live on WFMU,Live at WFMU on Transpacific Sound Paradise August 6th; 2011,2011,-72.257011
055828,Sexteto Tabalá de Palenque,International;Latin America,La Pegadita,Live at WFMU on Transpacific Sound Paradise August 6th; 2011,2011,-72.257011
055830,Sexteto Tabalá de Palenque,International;Latin America,Agua,Live at WFMU on Transpacific Sound Paradise August 6th; 2011,2011,-72.257011
055831,Sexteto Tabalá de Palenque,International;Latin America,El Toche y la Cotorra,Live at WFMU on Transpacific Sound Paradise August 6th; 2011,2011,-72.257011
055832,Sexteto Tabalá de Palenque,International;Latin America,Maria Palo,Live at WFMU on Transpacific Sound Paradise August 6th; 2011,2011,-72.257011
055833,Sexteto Tabalá de Palenque,International;Latin America,La Carretera,Live at WFMU on Transpacific Sound Paradise August 6th; 2011,2011,-72.257011
055900,Tickle,Hip-Hop,Call To Action,Red River EP,2011,0.0
056010,Tone Poets,Noise;Experimental;Improv,Lights Out,Treble,2011,-73.990364
056015,Tone Poets,Noise;Experimental;Improv,Surface,Treble,2011,-73.990364
056020,Tone Poets,Noise;Experimental;Improv,A Soft Place,Treble,2011,-73.990364
056028,Origami Repetika,Techno;Dance,love love what can you say love,2 high fidelity songs 4 headphones,2011,-75.121309
056029,Origami Repetika,Techno;Dance,one two 3 4,2 high fidelity songs 4 headphones,2011,-75.121309
056030,Mastermind XS,Reggae - Dub,All The Stars,Reset All Systems,2011,6.998338
056031,Sky Thing,Experimental;Drone,EARth,Cooler Heads Prevail,2011,-87.632408
056033,Sky Thing,Experimental;Drone,Matches,Cooler Heads Prevail,2011,-87.632408
056034,Sans Blanc,Dance,dykedub (dyke b mix),Modluv,2011,4.30165
